job_id,job_title,company,skills,description,location,experience,combined_text
83,data scientist,uplers,"data science, predictive modeling, big data technologies, kibana, training models, data cleanup, loan lifecycle, data visualization","familiarity with industry standards for batch control systems, software development lif...",bengaluru,1-4 yrs,"data scientist. Skills: data science, predictive modeling, big data technologies, kibana, training models, data cleanup, loan lifecycle, data visualization. Description: familiarity with industry standards for batch control systems, software development lif..."
84,data scientist,cradlepoint,"wireless, computer science, networking, linux, wan, machine learning, predictive modeling, analytics","familiarity with industry standards for batch control systems, software development lif...",bengaluru,1-4 yrs,"data scientist. Skills: wireless, computer science, networking, linux, wan, machine learning, predictive modeling, analytics. Description: familiarity with industry standards for batch control systems, software development lif..."
85,data scientist | geakminds | chennai,geakminds technologies pvt ltd,"ai&ml, machine learning, python, sql, azure synapse, azure analytics, power bi, tableau","familiarity with industry standards for batch control systems, software development lif...",bengaluru,1-4 yrs,"data scientist | geakminds | chennai. Skills: ai&ml, machine learning, python, sql, azure synapse, azure analytics, power bi, tableau. Description: familiarity with industry standards for batch control systems, software development lif..."
86,data scientist,ebix,"data science, big data, ai, data driven, data analytics, machine learning, python, drives","familiarity with industry standards for batch control systems, software development lif...",bengaluru,1-4 yrs,"data scientist. Skills: data science, big data, ai, data driven, data analytics, machine learning, python, drives. Description: familiarity with industry standards for batch control systems, software development lif..."
87,data scientist - regression,tiger analytics,"data scientist, classification, regression, machine learning, python, machine, data","familiarity with industry standards for batch control systems, software development lif...",bengaluru,1-4 yrs,"data scientist - regression. Skills: data scientist, classification, regression, machine learning, python, machine, data. Description: familiarity with industry standards for batch control systems, software development lif..."
88,data scientist i,cm telematics,"claims, coding, risk assessment, debugging, machine learning, telematics, scheduling, sql","familiarity with industry standards for batch control systems, software development lif...",bengaluru,1-4 yrs,"data scientist i. Skills: claims, coding, risk assessment, debugging, machine learning, telematics, scheduling, sql. Description: familiarity with industry standards for batch control systems, software development lif..."
89,data scientist(4),cradlepoint,"data management, artificial intelligence, machine learning, cloud, programming, business intelligence, open source, analytics","familiarity with industry standards for batch control systems, software development lif...",bengaluru,1-4 yrs,"data scientist(4). Skills: data management, artificial intelligence, machine learning, cloud, programming, business intelligence, open source, analytics. Description: familiarity with industry standards for batch control systems, software development lif..."
90,data scientist - regression (forecasting),tiger analytics,"data scientist, regression, machine learning, forecasting, python, time series analysis, classification, pricing","familiarity with industry standards for batch control systems, software development lif...",bengaluru,1-4 yrs,"data scientist - regression (forecasting). Skills: data scientist, regression, machine learning, forecasting, python, time series analysis, classification, pricing. Description: familiarity with industry standards for batch control systems, software development lif..."
91,data scientist,banking,"python, pytorch, artificial intelligence, pandas, machine learning, aws, numpy, scikit-learn","familiarity with industry standards for batch control systems, software development lif...",bengaluru,1-4 yrs,"data scientist. Skills: python, pytorch, artificial intelligence, pandas, machine learning, aws, numpy, scikit-learn. Description: familiarity with industry standards for batch control systems, software development lif..."
92,data scientist,brillius,"logistic regression, front end, analytical, machine learning, linear regression, data processing, data quality, data mining","familiarity with industry standards for batch control systems, software development lif...",bengaluru,1-4 yrs,"data scientist. Skills: logistic regression, front end, analytical, machine learning, linear regression, data processing, data quality, data mining. Description: familiarity with industry standards for batch control systems, software development lif..."
93,data scientist(ai/ml),spectraforce,"data science, genai, aiml, hadoop spark, python, nlp, hadoop, ml","familiarity with industry standards for batch control systems, software development lif...",bengaluru,1-4 yrs,"data scientist(ai/ml). Skills: data science, genai, aiml, hadoop spark, python, nlp, hadoop, ml. Description: familiarity with industry standards for batch control systems, software development lif..."
94,data scientist,acs,"data science, gen ai, aiml, computer vision, python, natural language processing, llm, machine learning","familiarity with industry standards for batch control systems, software development lif...",bengaluru,1-4 yrs,"data scientist. Skills: data science, gen ai, aiml, computer vision, python, natural language processing, llm, machine learning. Description: familiarity with industry standards for batch control systems, software development lif..."
